labels,Area,Perim.,Circ.,Feret,MinFeret,AR,Round,Solidity,Esferoide,dia,Diameter,n_diam
000sp,1354.2005,232.4787,0.7825487093117317,94.47057114489915,64.3038,1.1983199197511132,0.8352855618244245,0.9732,si,3,64.97369399914315,9.63272720557557
000sq,18697.5259,465.7099,0.9125891647303447,123.06031754098672,134.2434,1.0820542413590628,0.9235905647336771,0.9855,si,3,136.5983573079747,706.834933643984
000sr,13125.445,387.4737,0.8542528438066818,109.51162625364148,100.9983,1.2502155613055566,0.799927340442217,0.9497,si,3,114.07046732502074,381.76835076500726
000st,12306.772,410.267,0.8451238346301264,143.26086932455786,116.175,1.08086937990232,0.9253291035214457,0.9814,si,3,122.23213843044881,401.2280638291064
000sy,15166.3691,536.3371,0.7939835416061619,157.5390721984056,144.5755,1.093862592417037,0.9133761234298624,0.97,si,3,147.5278417379999,624.461921739708
000ta,6872.2765,323.833,0.9040011740455278,125.27437842425329,88.8629,1.158772443110633,0.8630913667874927,0.977,si,3,94.21434521244463,125.17406332805025
000tg,3966.2145,315.0571,0.8153269023678984,106.06697688566113,85.0726,1.0444192879379226,0.9572138277525899,0.9809,si,3,82.71576350253514,42.24365184691684
000tl,5019.9159,199.9958,0.9140309764942705,69.98531869141193,64.7987,1.1329033494826002,0.8833606053860565,0.9832,si,3,66.35669385721857,45.71914757083502
000tn,21590.17,602.3785,0.7795460931284985,180.37558469855793,161.759,1.0482636541988444,0.9539342307430263,0.9734,si,3,169.37938412585345,850.5949525283336
000tq,1003.117,121.8531,0.9131428072734556,41.55402939916609,35.1638,1.0959765611324375,0.9120419704177237,0.9721,si,3,37.77922157848934,8.251857340918804
000tv,1505.2007,178.3775,0.88811755412016,48.11010242781144,49.812,1.0455292911887197,0.9563574651140667,0.9691,si,3,51.93693101709417,9.511958385535378
000tz,1870.9195,204.1635,0.7994657571968372,71.7615157170373,59.7236,1.3361357769960838,0.7477928314765663,0.965,si,3,61.55615406124182,12.876655993142649
000ub,22299.0963,626.7273,0.8645494022460583,177.7235754369021,166.6959,1.0324865796558935,0.9682398328469821,0.9853,si,3,176.42746846797738,861.3430821807851
000ud,1030.4807,138.9159,0.8845748106087541,41.68997202671787,42.7491,1.080379591206872,0.9259014385831588,0.9565,si,3,41.61550549275406,8.259574303525122
000ug,1005.7363,129.3219,0.8513623564549504,45.74366823174494,36.5883,1.2679979774131693,0.7879715040844311,0.9619,si,3,39.44066147016342,8.25202533476592
000ul,21612.1517,612.5456,0.86886290710695,199.6791017331808,164.333,1.020535838627402,0.9798846623131928,0.9838,si,3,172.88761125588354,850.363225734967
000um,10987.0566,495.3545,0.7685433045495768,164.36623999581204,129.0727,1.127905084829639,0.8861488339488095,0.967,si,3,134.1675710323114,410.90194467227906
000up,6724.1583,390.5902,0.7989367809144394,147.36900136472644,104.202,1.1701188617545493,0.8553606328770924,0.9667,si,3,110.16555806707646,163.9262632947327
000ur,18142.537,485.0144,0.8548463099557385,127.9420176102399,131.3303,1.0345626836579054,0.9663952339955201,0.9782,si,3,137.594052666281,702.4361012931694
000us,12909.1966,487.2446,0.7891498908426057,158.024473274954,137.5218,1.1076159442544933,0.9034605917036391,0.9814,si,3,138.2703997881568,478.60196393900037
000uu,15449.9456,454.1951,0.8161592892843961,111.02206384985152,124.988,1.1156489094501312,0.896978786942457,0.9686,si,3,125.29017048988705,578.0736076980292
000vb,2344.2756,229.9838,0.7798596525200835,74.63039066378256,58.9225,1.2407772666498795,0.8053739876548734,0.9587,si,3,66.45718864842388,17.226327304975683
000vc,3670.6235,208.2854,0.9136308372349127,52.43797111181608,64.5001,1.0651446045600172,0.9388204988884259,0.9778,si,3,63.04232470091154,29.95548149349038
000vg,3244.3829,256.7292,0.8282914237963217,82.23950833924954,60.3584,1.177189448679831,0.8493843182809819,0.9549,si,3,67.53725451035184,27.55103483465968
000vj,14433.8686,470.6733,0.7505887295514957,140.68940909773417,123.497,1.1711858709738105,0.853948315812114,0.9598,si,3,130.2255997118388,533.581200763928
000vt,2246.5933,226.6844,0.7556491848421074,82.81671652470575,59.7996,1.1566987352043157,0.8649464298768741,0.9479,si,3,66.70814050810665,15.033348624544558
000vu,15201.7074,451.267,0.7629772347457626,147.03891604228866,126.5796,1.1561997763387564,0.8643209724729366,0.9635,si,3,130.62699502897811,515.8552231054518
000vw,1908.3721,250.3092,0.8786501649009164,88.85400682343453,68.0611,1.133335799933472,0.882022386312846,0.9628,si,3,69.96988330354448,14.88568950776955
000vy,4738.2754,295.978,0.7181170684712638,89.34207874461399,84.2481,1.0805061730107994,0.9251938068704294,0.9675,si,3,84.66398539164906,51.23118741039696
000wa,19043.3967,506.8815,0.8736060894835831,135.80313498029147,141.0939,1.0745003040549228,0.9308774854399074,0.9811,si,3,146.98576692237452,752.3421683759436
000wd,4898.2689,310.2834,0.8063754689345587,129.44653722154462,89.673,1.230214483428426,0.8129640938927328,0.9796,si,3,96.22116426990485,74.3726309511117
000we,2339.3703,219.395,0.8725938443973067,72.92599892064335,55.5679,1.2008429176776083,0.8323384533759239,0.9582,si,3,61.70219520165091,14.630060711828524
000wf,12446.89,511.2054,0.708259054106229,155.00160921517286,136.1577,1.0427000191263331,0.9588322560812687,0.9703,si,3,136.9821983453553,450.184376903238
000wk,2318.426,182.6184,0.852031555084756,46.08343478286525,52.0937,1.371590858547368,0.7282857834848759,0.9537,si,3,55.05078186112975,15.462826281882116
000wn,2706.4289,198.331,0.9000427405510518,47.50463062023499,60.7436,1.2133498540728525,0.8247042559459941,0.9822,si,3,59.54947351745055,19.12366371044262
000wo,5814.6722,343.9237,0.8531059580510871,133.48488692747824,95.2826,1.0982105253298542,0.9104235134914183,0.9481,si,3,97.8656791528877,127.3989848389413
000wv,19646.6561,562.3329,0.8325636210482806,166.75006027952531,149.7249,1.1528626488714897,0.8674713107666394,0.9797,si,3,156.86498640121113,784.3406734082304
000wz,19284.6859,530.3582,0.8533112427369587,124.47719549797213,148.2475,1.037098880082061,0.9636606616158154,0.9832,si,3,149.58082199659552,761.8976333150805
