labels,Area,Perim.,Circ.,Feret,MinFeret,AR,Round,Solidity,Esferoide,dia,Diameter,n_diam
000b0,19299.64998408294,494.66,0.8747723122560274,178.6185,150.144,1.0320266025885272,0.9645508772073333,0.985,si,5,162.1182695096226,737.7633273433745
000bb,7421.172276960133,281.8894,0.8723613563724939,68.5579,70.954,1.0083764927198506,0.9904779255930587,0.9836,si,3,68.51414670928926,59.19336353931812
000bc,6316.199777105936,247.0383,0.8373853365465038,129.0413,106.0875,1.0166451073872016,0.9786129906031809,0.9602,si,3,117.7642637644203,71.28999927363269
000bd,4764.560683708729,211.2665,0.8632658815495233,78.9568,78.9355,1.0256008154345893,0.9698515631495523,0.9695,si,5,76.85993914747598,83.7930608598247
000bg,5170.910125730634,232.2206,0.8290782178046356,107.6215,72.2422,1.2664929446790298,0.797918199018114,0.9612,si,3,91.911401202876,297.71846212768133
000bj,10081.666628943976,351.5335,0.831801212812934,110.0078,112.3976,1.0183676034478912,0.9792162650276159,0.9738,si,3,113.8513481467566,294.80974477597704
000bk,5724.270727358762,234.5329,0.874186839975664,75.4171,84.0984,1.0833404595443332,0.9172711262084386,0.9753,si,5,79.6543329882148,52.75580337502903
000bm,9087.89651718657,328.0864,0.8523670293179748,96.4315,94.7499,1.1208208852685129,0.8899618026855831,0.9671,si,5,98.01234458442048,81.82870941180717
000bo,5139.650479795104,200.1136,0.8391315463522915,121.2983,88.68,1.0785436162803024,0.9199388729154072,0.9711,si,5,99.31549197111777,192.10801331658965
000br,5599.052907054536,277.1795,0.7299113602566649,124.1462,117.2792,1.1048554159422588,0.9016996704139094,0.9617,si,5,126.34927415094015,186.7127557672557
000bs,21069.354039570193,570.4674,0.850493113801349,176.0286,149.6651,1.0314426159467993,0.9648691855644231,0.98,si,5,163.3595824880889,743.8050516622893
000bt,14254.513272897319,407.4048,0.8458293816893274,142.6792,119.2252,1.0645539893083242,0.9360095598814993,0.9834,si,3,130.75580057816998,528.4129169123789
000bx,8722.70443867802,307.2998,0.8488289225842891,104.993,92.467,1.0911853747283073,0.9188167795679735,0.9752,si,5,100.2501160280834,187.55181641732005
000by,18641.977612930194,506.476,0.7664449124986277,171.8931,143.8556,1.1939723009488534,0.8447206964893728,0.9672,si,3,159.38267088554028,737.8677594275313
000c0,2422.694261434966,165.3269,0.8765899088357401,60.7351,55.611,1.0751231681572335,0.9267874954318338,0.9786,si,3,57.13618711264701,11.95057640976863
000ca,1623.654632361018,150.1424,0.8524984950236103,55.6508,53.6471,1.026585130276252,0.9705273984230542,0.9693,si,3,54.11633559232054,10.643555380110765
000cc,2607.368388133154,168.9261,0.8756615819183935,51.0715,41.8401,1.2137344616755499,0.8330314741036382,0.9659,si,3,46.32162744385543,28.56614342704004
000cd,7261.10597168648,262.3769,0.8413420241267886,112.1708,82.5409,1.037028295916942,0.9586606727724711,0.977,si,3,95.52031073190514,156.54339078171978
000ce,18755.98994178629,480.8302,0.878001974300787,176.6291,147.9711,1.047715971811716,0.946598436204619,0.9847,si,3,161.5974838487586,549.3832314211584
000cg,18511.047232386965,493.8951,0.7975519035971956,186.1937,159.2266,1.0528027156733335,0.948552704037045,0.9758,si,3,171.57628351180688,546.2593591719466
000ch,5844.439052938575,220.4243,0.8482274578018405,81.8915,80.2984,1.0527312101772583,0.9490720156781154,0.9816,si,3,76.8019458243281,76.58611684820266
000cl,8634.768246320893,292.4137,0.862624828798289,62.6927,51.4292,1.0981463562420961,0.9102986606819081,0.966,si,3,54.25507389241025,82.95669319752872
000co,12611.66906460036,392.7319,0.8005258849880192,120.2934,99.1987,1.1292033204987022,0.8872093590390105,0.9401,si,5,108.2062946055941,276.34830664252894
000cs,6490.366384590052,242.4462,0.8388997966576426,57.0197,56.8859,1.2029758039402918,0.8359973277151107,0.9688,si,3,54.93090032241738,13.999953316906712
000ct,7470.462511073849,246.3751,0.880236652405074,98.2783,90.5474,1.0952178269264599,0.9058694363484283,0.9847,si,5,91.71079848322589,55.15725608180461
000cu,2305.692335086446,164.7508,0.8286523618025967,59.9719,55.5539,1.201807059742961,0.8378447328704502,0.9702,si,3,56.23808880387246,12.195125570345981
000cv,10592.264664969147,341.2344,0.7936106756042136,130.3547,89.7795,1.0825191583047142,0.9149376182754017,0.949,si,5,110.15813768934748,257.6405349541769
000cx,6751.207937133882,241.5755,0.8121583088686748,89.6374,76.2902,1.0608791007941174,0.9371917082699909,0.9735,si,3,79.02342868131907,79.59891117257897
000d0,3175.999147679907,193.1577,0.8073768763752014,65.9179,67.5752,1.1011509936944899,0.9070748476503705,0.9708,si,5,67.28789550460682,91.7478755355189
000da,5203.515165408598,234.1288,0.8462881792056578,63.9207,64.7869,1.1472594704422097,0.8749302634280061,0.973,si,5,64.8948942670979,112.52751461072619
000dd,2490.428940645699,171.9946,0.8803278786726878,47.7609,47.0721,1.04677975053736,0.9528172685370442,0.956,si,5,46.74446513843604,10.848580898568482
000de,20840.03116317546,560.6716,0.7598801963940787,190.5218,154.5246,1.3306062465733746,0.7559713879929617,0.9632,si,5,171.50269552878902,870.3555477368565
000dg,3481.026348521206,198.7284,0.8493399038707139,60.3685,57.2988,1.12811825446474,0.8853846517476267,0.9519,si,5,58.50036011425923,21.24597740796485
