labels,Area,Perim.,Circ.,Feret,MinFeret,AR,Round,Solidity,Esferoide,dia,Diameter,n_diam
0001g,21455.4761,623.2707,0.7491721110807846,185.7047909595028,175.9364,1.0781,0.9284,0.9789,si,4,179.0602344615481,783.867447619437
0001h,1071.2905,155.5804,0.8760994735841224,47.67284588763804,44.5051,1.0114,0.99,0.9807,si,4,44.91229817873675,8.70053475847942
0001i,4540.7002,309.4547,0.9136785012342566,93.63826338731576,119.2829,1.0711,0.933,0.9677,si,4,91.76772629335954,347.2925110803025
0001j,1165.1093,145.1442,0.8722183868250556,48.75823049843065,37.3096,1.0936,0.9137,0.9792,si,4,41.69576449616734,8.725658005409823
0001k,1078.8928,133.2489,0.8610235318304755,44.82455943948488,36.7892,1.0513,0.95,0.9681,si,4,39.92036090240756,8.69990684277436
0001l,7489.4711,433.2813,0.7504567403310373,131.79505955759615,126.7911,1.0375,0.9632,0.964,si,4,119.1565709304691,139.9000084532386
0001m,1057.0328,119.6463,0.9134472802917202,40.4175579488788,34.1113,1.2087,0.8273,0.9689,si,4,37.16004045561352,8.699347712286551
0001n,5369.9451,239.1335,0.9068529581889667,75.46025095977286,66.6037,1.1255,0.8885,0.9798,si,4,64.07001209198867,96.77036768157463
0001o,1153.085,157.322,0.8556401411862011,53.27306123739677,43.9324,1.0198,0.9808,0.9789,si,4,46.30741810012408,8.706938732661673
0001p,14088.9333,514.863,0.756727375877407,154.15391749366975,149.2275,1.0283,0.9721,0.9806,si,4,144.50411264354392,448.9003107280978
0001q,3779.9797,265.8576,0.8722190924883242,90.28033456860076,79.7496,1.1674,0.8566,0.9752,si,4,78.06259499389311,54.79233141888937
0001r,1135.0017,185.2046,0.9085238176116227,58.61603651974939,53.4563,1.0868,0.9202,0.9725,si,4,53.57992454850728,8.978113287894317
0001s,1107.0123,147.464,0.8252864789633553,49.74513132366223,40.4382,1.1185,0.8946,0.9613,si,4,43.88699174553055,8.705748185098075
0001t,1058.6544,122.3002,0.831459301875326,41.65739176246932,34.3809,1.1115,0.8988,0.9641,si,4,37.6461900988365,8.699284325240392
